Date,CL1 Comdty,HO1 Comdty,GC1 Comdty,SI1 Comdty,LA1 Comdty,HG1 Comdty,C 1 Comdty,CL1 Comdty
1/1/2018,60.42,207.55,1309.3,17.145,2258.25,330.05,350.75,60.42
1/8/2018,61.73,204.54,1320.4,17.144,2161.25,322.4,347.25,61.73
1/15/2018,64.3,208.5,1334.9,17.141,2216.75,321.85,346.25,64.3
1/22/2018,63.49,205.69,1331.9,16.989,2249.5,319.85,352,63.49
1/29/2018,65.56,210.48,1340.3,17.127,2226.5,319.4,358.75,65.56
2/5/2018,64.15,201.96,1333,16.671,2212.75,322.1,358.75,64.15
2/12/2018,59.29,183.89,1324.2,16.57,2123.75,308.65,367,59.29
2/19/2018,61.68,191.04,1353.2,16.712,2264,324.85,367.5,61.68
2/26/2018,63.91,198.59,1330.7,16.55,2131.25,319.75,368.5,63.91
3/5/2018,62.57,189.67,1319.9,16.338,2138,310.55,378.25,62.57
3/12/2018,61.36,186.47,1320.8,16.471,2072.5,310.4,384.25,61.36
3/19/2018,62.06,190.7,1317.8,16.255,2065.5,306.95,375,62.06
3/26/2018,65.55,201.5,1355,16.632,2036.25,296.05,374,65.55
4/2/2018,63.01,198.02,1342.1,16.672,1990.75,305,387.25,63.01
4/9/2018,63.42,199.66,1336.3,16.529,2151,307.7,390.75,63.42
4/16/2018,66.22,207.03,1347.5,16.677,2411,309.55,382.5,66.22
4/23/2018,68.64,214.09,1322.5,16.587,2296,311.05,378.5,68.64
4/30/2018,68.57,216.74,1319.2,16.312,2263.5,305.25,392.5,68.57
5/7/2018,70.73,218.5,1314.1,16.413,2374,305.95,393.25,70.73
5/14/2018,70.96,224.96,1318.2,16.57,2316,307.85,389,70.96
5/21/2018,72.24,227.38,1290.9,16.452,2290.75,308.55,402.75,72.24
5/28/2018,67.88,220.98,1303.7,16.481,2267.5,306.7,406,67.88
6/4/2018,64.75,215.25,1293.1,16.431,2327,313.45,380.75,64.75
6/11/2018,66.1,216.07,1298.9,16.952,2308,325.7,367.25,66.1
6/18/2018,65.85,213.16,1276.2,16.44,2221,310.65,356,65.85
6/25/2018,68.08,210.04,1265.6,16.328,2174,298.7,350.5,68.08
7/2/2018,73.94,215.58,1241.7,15.744,2130,293.15,337.5,73.94
7/9/2018,73.85,219.57,1259.6,16.053,2146.5,283.9,345.75,73.85
7/16/2018,68.06,205.43,1239.7,15.735,2106.5,275.7,341.75,68.06
7/23/2018,67.89,211.8,1225.6,15.368,2057.75,273.7,357.25,67.89
7/30/2018,70.13,217.1,1221.3,15.537,2080.5,279.2,367.25,70.13
8/6/2018,69.01,213.93,1208.6,15.348,2020.5,273.15,371,69.01
8/13/2018,67.2,213.7,1191.3,14.982,2063.5,273.1,356.5,67.2
8/20/2018,66.43,211.38,1186.8,14.67,2044,266.85,362,66.43
8/27/2018,68.87,221.49,1209,14.859,2081.75,270.85,346.75,68.87
9/3/2018,69.8,224.13,1201.6,14.438,2076.25,264.9,351,69.8
9/10/2018,67.54,221.78,1194.5,14.079,2060.25,261.05,355.5,67.54
9/17/2018,68.91,220.64,1201.2,14.122,1999,263.35,348,68.91
9/24/2018,72.08,228.59,1199.6,14.251,2041.5,281.6,360.5,72.08
10/1/2018,75.3,240.79,1187.1,14.507,2079,278.75,365.75,75.3
10/8/2018,74.29,239.42,1184.4,14.329,2067.5,276.7,366.5,74.29
10/15/2018,71.78,232.57,1226.4,14.727,2025.5,278.85,378.25,71.78
10/22/2018,69.17,231.81,1221.2,14.587,2010,278.55,369.5,69.17
10/29/2018,67.04,228.43,1224.5,14.442,1975.75,274.05,366.75,67.04
11/5/2018,63.1,219.63,1232.3,14.647,1964,275.6,374,63.1
11/12/2018,59.93,215.56,1203.5,14.011,1934,267.65,371.25,59.93
11/19/2018,56.76,208.64,1225.3,14.403,1916.5,279.9,362.25,56.76
11/26/2018,51.63,189.3,1222.4,14.205,1952.5,275.55,356,51.63
12/3/2018,52.95,188.75,1233.9,14.381,1981.75,279.95,371.25,52.95
12/10/2018,51,184.41,1243.7,14.478,1933.75,271.85,374.25,51
12/17/2018,49.88,182.67,1247.4,14.639,1943.25,275.3,384,49.88
12/24/2018,42.53,166.22,1267.5,14.701,1869.75,266.85,377.75,42.53
12/31/2018,45.41,168.08,1281.3,15.54,1822.75,263.1,375,45.41
1/7/2019,48.52,177.84,1289.9,15.756,1860.25,263.7,382.25,48.52
1/14/2019,50.51,185.25,1291.3,15.686,1799,263.5,378.5,50.51
1/21/2019,53.8,191.6,1282.6,15.399,1850.5,271.9,381.75,53.8
1/28/2019,51.99,183.77,1303.1,15.765,1856.5,268,379.75,51.99
2/4/2019,54.56,190.74,1314.3,15.886,1903.5,279.45,379.25,54.56
2/11/2019,52.41,189.22,1307,15.69,1860.75,279,372.75,52.41
2/18/2019,55.59,202.03,1318.1,15.743,1824.5,279.85,374.75,55.59
2/25/2019,55.48,197.46,1325.9,15.83,1888.5,294.5,370.5,55.48
3/4/2019,56.59,201.43,1287.5,15.017,1855,291.1,365,56.59
3/11/2019,56.79,199.42,1291.1,15.197,1819.75,290,352.5,56.79
3/18/2019,59.09,196.9,1301.5,15.251,1899.5,290.35,371.5,59.09
3/25/2019,58.82,198.04,1322.6,15.507,1865.25,284.95,379.75,58.82
4/1/2019,61.59,198.81,1288.4,15.099,1883,292.45,361.75,61.59
4/8/2019,64.4,205.71,1297.1,15.216,1848.25,293.2,360,64.4
4/15/2019,63.4,206.1,1286.8,14.975,1848,293.5,362.75,63.4
4/22/2019,65.7,210.4,1273.5,14.975,1850.25,290.15,354.75,65.7
4/29/2019,63.5,205.49,1281.5,14.844,1803.75,289.5,352,63.5
5/6/2019,62.25,206.76,1283.8,14.857,1769.5,283.7,355.75,62.25
5/13/2019,61.04,203.84,1301.8,14.713,1777.5,272.95,347.5,61.04
5/20/2019,63.1,207.36,1277.3,14.409,1777.5,273.6,389,63.1
5/27/2019,58.63,197.13,1283.6,14.52,1780,270.65,404.25,58.63
6/3/2019,53.25,180.65,1322.7,14.74,1757.75,265,424.25,53.25
6/10/2019,53.26,180.63,1324.7,14.639,1749,266.15,415.75,53.26
6/17/2019,51.93,179.95,1338.7,14.829,1728.25,264.65,454.75,51.93
6/24/2019,57.9,190.89,1414.3,15.377,1776,270.55,446.75,57.9
7/1/2019,59.09,195.38,1389.3,15.106,1775,267.95,412,59.09
7/8/2019,57.66,189.53,1400,14.972,1792.5,265.6,438.5,57.66
7/15/2019,59.58,195.16,1413.5,15.29,1824,270.75,441,59.58
7/22/2019,56.22,189.95,1426.9,16.34,1799.75,271.45,422.25,56.22
7/29/2019,56.87,191.06,1420.4,16.368,1796.5,270.95,417,56.87
8/5/2019,54.69,183.56,1464.6,16.393,1743.25,254.4,405.25,54.69
8/12/2019,54.93,180.58,1505.3,17.071,1743,258.5,385.25,54.93
8/19/2019,56.21,183.31,1500.4,16.94,1763,260.15,365,56.21
8/26/2019,53.64,179.24,1526.3,17.641,1754.25,254.35,358.5,53.64
9/2/2019,55.1,182.82,1523,18.185,1729,253.3,358,55.1
9/9/2019,57.85,192.77,1504.5,18.019,1777.75,261.05,340.75,57.85
9/16/2019,62.9,208.38,1504.8,17.901,1761.5,262.1,374,62.9
9/23/2019,58.64,199.7,1524,18.6,1776.25,259.45,373.25,58.64
9/30/2019,54.07,190.56,1465.7,16.998,1707.5,257.85,388,54.07
10/7/2019,52.75,190.33,1497.7,17.54,1741.25,257.7,387,52.75
10/14/2019,53.59,191.51,1491.7,17.71,1709.25,263.4,397.75,53.59
10/21/2019,53.31,194.06,1482.4,17.602,1734,264.65,387.25,53.31
10/28/2019,55.81,196.18,1490,17.876,1740.75,268.3,384,55.81
11/4/2019,56.54,194.05,1511.1,18.066,1827.75,267.1,383.25,56.54
11/11/2019,56.86,191.42,1457.1,16.802,1784.75,266.4,373.25,56.86
11/18/2019,57.05,190.47,1471.9,17,1740,262,367.75,57.05
11/25/2019,58.01,194.43,1456.9,16.886,1741.25,264.75,370.5,58.01
12/2/2019,55.96,188.6,1462.3,16.836,1801.25,263.25,373.5,55.96
12/9/2019,59.02,194.42,1459.3,16.532,1755,274.65,365.75,59.02
12/16/2019,60.21,200.45,1475,17.019,1770,282.05,388,60.21
12/23/2019,60.52,202.22,1482.5,17.403,1786.25,281.7,388.75,60.52
12/30/2019,61.68,204.06,1518.6,18.001,1807.5,283.35,388.25,61.68
1/6/2020,63.27,203.39,1568.8,18.179,1805.5,279,384.75,63.27
1/13/2020,58.08,189.8,1550.6,17.996,1775,286.1,389.5,58.08
1/20/2020,58.54,185.92,1560.3,18.073,1799,284.55,389.25,58.54
1/27/2020,53.14,167.95,1577.4,18.056,1749.75,259.65,380.5,53.14
2/3/2020,50.11,157.79,1577.2,17.67,1665,250.7,378.75,50.11
2/10/2020,49.57,161.25,1574.7,17.785,1678.5,255.05,381.75,49.57
2/17/2020,52.05,169.82,1582.7,17.734,1692.5,259.95,377.75,52.05
2/24/2020,51.43,161.32,1672.4,18.876,1687.25,257.7,372.25,51.43
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
